name,n_mutants,spearman,ndcg,top_recall_10pct,mean_plddt
THO1_YEAST_Tsuboyama_2023_2WQG,1279,0.5512126356326649,0.915419050349443,0.34375,84.43780517578125
TNKS2_HUMAN_Tsuboyama_2023_5JRT,1479,0.5948430571615237,0.9470981094485726,0.35135135135135137,96.7237319946289
TPK1_HUMAN_Weile_2017,3181,0.24879664338086774,0.886249913949346,0.14420062695924765,97.90198516845703
TPMT_HUMAN_Matreyek_2018,3648,0.5537220019404616,0.95669598387608,0.16712328767123288,94.65933990478516
TPOR_HUMAN_Bridgford_2020,562,0.5202780317348309,0.9149358816816759,0.3157894736842105,72.46876525878906
TRPC_SACS2_Chan_2017,1519,0.6013096104137795,0.9336681571911686,0.34210526315789475,97.0650405883789
TRPC_THEMA_Chan_2017,1519,0.4793260542129004,0.8680623932621995,0.3157894736842105,96.08345031738281
UBC9_HUMAN_Weile_2017,2563,0.4056098980933965,0.7637597369716224,0.14785992217898833,96.71868133544922
UBE4B_HUMAN_Tsuboyama_2023_3L1X,3622,0.521372337002308,0.8998080534703148,0.5482093663911846,96.4930419921875
UBE4B_MOUSE_Starita_2013,899,0.4236527185997211,0.6659054609315341,0.13333333333333333,78.84283447265625
UBR5_HUMAN_Tsuboyama_2023_1I2T,1453,0.7184637553854639,0.9475710525624244,0.23972602739726026,96.64189910888672
VG08_BPP22_Tsuboyama_2023_2GP8,723,0.6074563440910471,0.888618429088747,0.2328767123287671,85.30674743652344
VILI_CHICK_Tsuboyama_2023_1YU5,2568,0.8148388368189415,0.9609062342625465,0.5369649805447471,96.90999603271484
VKOR1_HUMAN_Chiasson_2020_abundance,2695,0.5846827870272092,0.9633141258749272,0.24814814814814815,86.00263977050781
VKOR1_HUMAN_Chiasson_2020_activity,697,0.29965867054763523,0.925043086888966,0.14285714285714285,86.00263977050781
VRPI_BPT7_Tsuboyama_2023_2WNM,1047,0.6509253028214544,0.9217320465166522,0.19047619047619047,83.9198226928711
YAIA_ECOLI_Tsuboyama_2023_2KVT,1890,0.7931221417782122,0.945834814235539,0.5502645502645502,94.32962036132812
YAP1_HUMAN_Araya_2012,10075,0.5508286456758242,0.42606435457593755,0.3462301587301587,55.185630798339844
YNZC_BACSU_Tsuboyama_2023_2JVD,2300,0.720130925971984,0.9614670245793636,0.5782608695652174,95.03306579589844
